Id,Airline,Confirmed,CreationDate,Date,Destination,FlightNumber,Scheduled,Type
1461,Icelandair,07:46,2021-07-24,2021-06-08,London Heathrow,FI450,07:40,Departure
1462,Icelandair,07:28,2021-07-24,2021-06-08,París CDG,FI542,07:40,Departure
1463,Icelandair,07:34,2021-07-24,2021-06-08,Kaupmannahöfn,FI204,07:45,Departure
1464,Delta,09:24,2021-07-24,2021-06-08,Minneapolis St Paul,DL261,09:30,Departure
1465,EasyJet,09:55,2021-07-24,2021-06-08,Manchester,EZY1808,10:00,Departure
1466,Delta,11:09,2021-07-24,2021-06-08,New York JFK,DL247,11:15,Departure
1467,United Airlines,11:13,2021-07-24,2021-06-08,New York Newark,UA967,11:20,Departure
1468,Lufthansa,13:18,2021-07-24,2021-06-08,Frankfurt,LH857,13:35,Departure
1469,Icelandair,16:53,2021-07-24,2021-06-08,Washington Dulles,FI645,16:50,Departure
1470,Icelandair,16:55,2021-07-24,2021-06-08,New York JFK,FI615,17:00,Departure
1471,Icelandair,17:14,2021-07-24,2021-06-08,Seattle,FI681,17:05,Departure
1472,Icelandair,17:13,2021-07-24,2021-06-08,Boston,FI631,17:15,Departure
1473,Transavia,Aflýst,2021-07-24,2021-06-08,Amsterdam,HV6888,18:00,Departure
1474,Transavia,19:08,2021-07-24,2021-06-08,Amsterdam,HV6888,18:00,Departure
1475,Wizz Air,20:19,2021-07-24,2021-06-08,Gdansk,W61774,20:30,Departure
1476,Wizz Air,21:53,2021-07-24,2021-06-08,London Luton,W94498,21:55,Departure
1477,Lufthansa,00:21,2021-07-24,2021-06-07,Frankfurt,LH869,00:25,Departure
1478,Icelandair,07:32,2021-07-24,2021-06-07,London Heathrow,FI450,07:40,Departure
1479,Icelandair,07:40,2021-07-24,2021-06-07,Kaupmannahöfn,FI204,07:45,Departure
1480,EasyJet,08:45,2021-07-24,2021-06-07,London Luton,EZY2296,08:45,Departure
1481,Delta,09:19,2021-07-24,2021-06-07,Minneapolis St Paul,DL261,09:30,Departure
1482,Delta,10:05,2021-07-24,2021-06-07,Boston,DL267,10:15,Departure
1483,Delta,11:04,2021-07-24,2021-06-07,New York JFK,DL247,11:15,Departure
1484,United Airlines,11:11,2021-07-24,2021-06-07,New York Newark,UA967,11:20,Departure
1485,Air Baltic,Áætluð brottför 15:30,2021-07-24,2021-06-07,Riga,BT170,15:10,Departure
1486,Icelandair,16:49,2021-07-24,2021-06-07,Denver,FI671,16:55,Departure
1487,Vueling,16:48,2021-07-24,2021-06-07,Barcelona,VY8561,16:55,Departure
1488,Icelandair,17:02,2021-07-24,2021-06-07,New York JFK,FI615,17:00,Departure
1489,Icelandair,17:00,2021-07-24,2021-06-07,Boston,FI631,17:15,Departure
1490,Wizz Air,00:04,2021-07-24,2021-06-06,Varsjá,W61540,00:10,Departure
1491,Icelandair,07:49,2021-07-24,2021-06-06,Munchen,FI532,07:20,Departure
1492,Icelandair,07:33,2021-07-24,2021-06-06,Zurich,FI568,07:20,Departure
1493,Icelandair,07:51,2021-07-24,2021-06-06,Frankfurt,FI520,07:25,Departure
1494,Icelandair,07:57,2021-07-24,2021-06-06,Stokkhólmur,FI306,07:35,Departure
1495,Icelandair,07:53,2021-07-24,2021-06-06,Amsterdam,FI500,07:40,Departure
1496,Icelandair,08:06,2021-07-24,2021-06-06,London Heathrow,FI450,07:40,Departure
1497,Icelandair,07:59,2021-07-24,2021-06-06,París CDG,FI542,07:40,Departure
1498,Icelandair,08:11,2021-07-24,2021-06-06,Kaupmannahöfn,FI204,07:45,Departure
1499,Icelandair,08:09,2021-07-24,2021-06-06,Osló,FI318,07:50,Departure
1500,Wizz Air,08:47,2021-07-24,2021-06-06,Wroclaw,W61898,09:00,Departure
1501,Delta,09:26,2021-07-24,2021-06-06,Minneapolis St Paul,DL261,09:30,Departure
1502,EasyJet,09:35,2021-07-24,2021-06-06,London Luton,EZY2296,09:35,Departure
1503,EasyJet,09:43,2021-07-24,2021-06-06,Manchester,EZY1808,10:00,Departure
1504,Delta,10:13,2021-07-24,2021-06-06,Boston,DL267,10:15,Departure
1505,Delta,11:10,2021-07-24,2021-06-06,New York JFK,DL247,11:15,Departure
1506,United Airlines,11:12,2021-07-24,2021-06-06,New York Newark,UA967,11:20,Departure
1507,Air Baltic,15:13,2021-07-24,2021-06-06,Riga,BT170,15:10,Departure
1508,Icelandair,16:43,2021-07-24,2021-06-06,Denver,FI671,16:55,Departure
1509,Icelandair,17:06,2021-07-24,2021-06-06,New York JFK,FI615,17:00,Departure
1510,Icelandair,17:05,2021-07-24,2021-06-06,Seattle,FI681,17:05,Departure
1511,Icelandair,17:24,2021-07-24,2021-06-06,Boston,FI631,17:15,Departure
1512,Wizz Air,18:42,2021-07-24,2021-06-06,Riga,W62598,18:50,Departure
1513,Lufthansa,00:25,2021-07-24,2021-06-05,Frankfurt,LH869,00:25,Departure
1514,Icelandair,07:34,2021-07-24,2021-06-05,Amsterdam,FI500,07:40,Departure
1515,Icelandair,07:27,2021-07-24,2021-06-05,Berlin Brandenburg,FI528,07:40,Departure
1516,Icelandair,07:43,2021-07-24,2021-06-05,London Heathrow,FI450,07:40,Departure
1517,Icelandair,07:45,2021-07-24,2021-06-05,Kaupmannahöfn,FI204,07:45,Departure
1518,Icelandair,08:30,2021-07-24,2021-06-05,Tenerife South,FI580,08:40,Departure
1519,Delta,11:14,2021-07-24,2021-06-05,Minneapolis St Paul,DL261,09:30,Departure
1520,Delta,09:59,2021-07-24,2021-06-05,Boston,DL267,10:15,Departure
1521,Delta,11:10,2021-07-24,2021-06-05,New York JFK,DL247,11:15,Departure
1522,United Airlines,11:20,2021-07-24,2021-06-05,New York Newark,UA967,11:20,Departure
1523,Lufthansa,13:23,2021-07-24,2021-06-05,Frankfurt,LH857,13:35,Departure
1524,Icelandair,17:10,2021-07-24,2021-06-05,New York JFK,FI615,17:00,Departure
1525,Vueling,17:02,2021-07-24,2021-06-05,Barcelona,VY8561,17:10,Departure
1526,Icelandair,17:10,2021-07-24,2021-06-05,Boston,FI631,17:15,Departure
1527,Wizz Air,19:51,2021-07-24,2021-06-05,Mílanó,W65566,19:20,Departure
1528,Wizz Air,19:39,2021-07-24,2021-06-05,Vín,W62858,19:35,Departure
1529,Wizz Air,20:25,2021-07-24,2021-06-05,Gdansk,W61774,20:30,Departure
1530,Wizz Air,21:41,2021-07-24,2021-06-05,London Luton,W94498,21:55,Departure
1531,Wizz Air,23:58,2021-07-24,2021-06-04,Varsjá,W61540,00:05,Departure
1532,Icelandair,07:42,2021-07-24,2021-06-04,London Heathrow,FI450,07:40,Departure
1533,Icelandair,07:35,2021-07-24,2021-06-04,Kaupmannahöfn,FI204,07:45,Departure
1534,Transavia,08:42,2021-07-24,2021-06-04,Amsterdam,HV6888,08:50,Departure
1535,Delta,09:14,2021-07-24,2021-06-04,Minneapolis St Paul,DL261,09:30,Departure
1536,Delta,10:00,2021-07-24,2021-06-04,Boston,DL267,10:15,Departure
1537,Delta,11:04,2021-07-24,2021-06-04,New York JFK,DL247,11:15,Departure
1538,Air Baltic,15:10,2021-07-24,2021-06-04,Riga,BT170,15:10,Departure
1539,Icelandair,16:42,2021-07-24,2021-06-04,Chicago,FI853,16:45,Departure
1540,Icelandair,17:03,2021-07-24,2021-06-04,New York JFK,FI615,17:00,Departure
1541,Icelandair,16:56,2021-07-24,2021-06-04,Seattle,FI681,17:05,Departure
1542,Icelandair,17:09,2021-07-24,2021-06-04,Boston,FI631,17:15,Departure
1543,Wizz Air,19:50,2021-07-24,2021-06-04,Katowice,W61168,20:00,Departure
1544,Lufthansa,00:21,2021-07-24,2021-06-03,Frankfurt,LH869,00:25,Departure
1545,Icelandair,07:22,2021-07-24,2021-06-03,Frankfurt,FI520,07:25,Departure
1546,Icelandair,07:36,2021-07-24,2021-06-03,Stokkhólmur,FI306,07:35,Departure
1547,Icelandair,07:42,2021-07-24,2021-06-03,Amsterdam,FI500,07:40,Departure
1548,Icelandair,07:36,2021-07-24,2021-06-03,London Heathrow,FI450,07:40,Departure
1549,Icelandair,07:48,2021-07-24,2021-06-03,Kaupmannahöfn,FI204,07:45,Departure
1550,Icelandair,09:00,2021-07-24,2021-06-03,Alicante,FI1582,08:50,Departure
1551,Delta,09:18,2021-07-24,2021-06-03,Minneapolis St Paul,DL261,09:30,Departure
1552,EasyJet,09:47,2021-07-24,2021-06-03,Manchester,EZY1808,10:00,Departure
1553,Delta,10:09,2021-07-24,2021-06-03,Boston,DL267,10:15,Departure
1554,Delta,11:00,2021-07-24,2021-06-03,New York JFK,DL247,11:15,Departure
1555,Lufthansa,13:25,2021-07-24,2021-06-03,Frankfurt,LH857,13:35,Departure
1556,Icelandair,16:47,2021-07-24,2021-06-03,Washington Dulles,FI645,16:50,Departure
1557,Icelandair,16:41,2021-07-24,2021-06-03,Denver,FI671,16:55,Departure
1558,Icelandair,17:01,2021-07-24,2021-06-03,New York JFK,FI615,17:00,Departure
1559,Icelandair,17:03,2021-07-24,2021-06-03,Boston,FI631,17:15,Departure
1560,Wizz Air,18:51,2021-07-24,2021-06-03,Riga,W62598,18:50,Departure
1561,Wizz Air,00:05,2021-07-24,2021-06-02,Varsjá,W61540,00:10,Departure
1562,Icelandair,07:27,2021-07-24,2021-06-02,Amsterdam,FI500,07:40,Departure
1563,Icelandair,07:29,2021-07-24,2021-06-02,París CDG,FI542,07:40,Departure
1564,Icelandair,07:43,2021-07-24,2021-06-02,London Heathrow,FI450,07:40,Departure
1565,Icelandair,07:38,2021-07-24,2021-06-02,Kaupmannahöfn,FI204,07:45,Departure
1566,Icelandair,08:36,2021-07-24,2021-06-02,Tenerife South,FI580,08:40,Departure
1567,Delta,09:30,2021-07-24,2021-06-02,Minneapolis St Paul,DL261,09:30,Departure
1568,Delta,10:06,2021-07-24,2021-06-02,Boston,DL267,10:15,Departure
1569,Delta,11:04,2021-07-24,2021-06-02,New York JFK,DL247,11:15,Departure
1570,Icelandair,16:42,2021-07-24,2021-06-02,Denver,FI671,16:55,Departure
1571,Icelandair,16:58,2021-07-24,2021-06-02,New York JFK,FI615,17:00,Departure
1572,Icelandair,17:08,2021-07-24,2021-06-02,Boston,FI631,17:15,Departure
1573,Lufthansa,00:38,2021-07-24,2021-06-01,Frankfurt,LH869,00:25,Departure
1574,Icelandair,07:36,2021-07-24,2021-06-01,Amsterdam,FI500,07:40,Departure
1575,Icelandair,07:35,2021-07-24,2021-06-01,París CDG,FI542,07:40,Departure
1576,Icelandair,07:42,2021-07-24,2021-06-01,London Heathrow,FI450,07:40,Departure
1577,Icelandair,07:47,2021-07-24,2021-06-01,Kaupmannahöfn,FI204,07:45,Departure
1578,Delta,09:57,2021-07-24,2021-06-01,Minneapolis St Paul,DL261,09:30,Departure
1579,EasyJet,09:50,2021-07-24,2021-06-01,Manchester,EZY1808,10:00,Departure
1580,Delta,10:09,2021-07-24,2021-06-01,Boston,DL267,10:15,Departure
1581,Atlantic Airways,11:17,2021-07-24,2021-06-01,Kangerlussuaq,RC7371,10:35,Departure
1582,Delta,11:11,2021-07-24,2021-06-01,New York JFK,DL247,11:15,Departure
1583,Lufthansa,13:17,2021-07-24,2021-06-01,Frankfurt,LH857,13:35,Departure
1584,Icelandair,17:11,2021-07-24,2021-06-01,Washington Dulles,FI645,16:50,Departure
1585,Icelandair,17:18,2021-07-24,2021-06-01,New York JFK,FI615,17:00,Departure
1586,Icelandair,17:16,2021-07-24,2021-06-01,Seattle,FI681,17:05,Departure
1587,Icelandair,17:25,2021-07-24,2021-06-01,Boston,FI631,17:15,Departure
1588,Atlantic Airways,19:20,2021-07-24,2021-06-01,Vagar,RC7372,17:40,Departure
1589,Wizz Air,20:17,2021-07-24,2021-06-01,Gdansk,W61774,20:30,Departure
1590,Wizz Air,00:19,2021-07-24,2021-05-31,Varsjá,W61540,00:05,Departure
1591,Lufthansa,00:46,2021-07-24,2021-05-31,Frankfurt,LH869,00:25,Departure
1592,Icelandair,07:43,2021-07-24,2021-05-31,Kaupmannahöfn,FI204,07:45,Departure
1593,Delta,09:46,2021-07-24,2021-05-31,Minneapolis St Paul,DL261,09:30,Departure
1594,Delta,10:15,2021-07-24,2021-05-31,Boston,DL267,10:15,Departure
1595,Delta,11:19,2021-07-24,2021-05-31,New York JFK,DL247,11:15,Departure
1596,Icelandair,16:48,2021-07-24,2021-05-31,Denver,FI671,16:55,Departure
1597,Icelandair,17:08,2021-07-24,2021-05-31,New York JFK,FI615,17:00,Departure
1598,Icelandair,17:13,2021-07-24,2021-05-31,Boston,FI631,17:15,Departure
1599,Transavia,18:09,2021-07-24,2021-05-31,Amsterdam,HV6888,18:20,Departure
1600,Icelandair,07:24,2021-07-24,2021-05-30,Munchen,FI532,07:20,Departure
1601,Icelandair,07:31,2021-07-24,2021-05-30,Frankfurt,FI520,07:25,Departure
1602,Icelandair,07:34,2021-07-24,2021-05-30,Stokkhólmur,FI306,07:35,Departure
1603,Icelandair,Aflýst,2021-07-24,2021-05-30,Amsterdam,FI500,07:40,Departure
1604,Icelandair,07:40,2021-07-24,2021-05-30,París CDG,FI542,07:40,Departure
1605,Icelandair,07:35,2021-07-24,2021-05-30,London Heathrow,FI450,07:40,Departure
1606,Icelandair,07:38,2021-07-24,2021-05-30,Kaupmannahöfn,FI204,07:45,Departure
1607,Icelandair,07:53,2021-07-24,2021-05-30,Osló,FI318,07:50,Departure
1608,Delta,09:29,2021-07-24,2021-05-30,Minneapolis St Paul,DL261,09:30,Departure
1609,Delta,10:12,2021-07-24,2021-05-30,Boston,DL267,10:15,Departure
1610,Delta,11:23,2021-07-24,2021-05-30,New York JFK,DL247,11:15,Departure
1611,Air Baltic,15:13,2021-07-24,2021-05-30,Riga,BT170,15:10,Departure
1612,Icelandair,17:24,2021-07-24,2021-05-30,Denver,FI671,16:55,Departure
1613,Icelandair,17:15,2021-07-24,2021-05-30,New York JFK,FI615,17:00,Departure
1614,Icelandair,17:36,2021-07-24,2021-05-30,Seattle,FI681,17:05,Departure
1615,Icelandair,17:35,2021-07-24,2021-05-30,Boston,FI631,17:15,Departure
1616,Wizz Air,02:13,2021-07-24,2021-05-29,Varsjá,W61540,00:05,Departure
1617,Lufthansa,00:59,2021-07-24,2021-05-29,Frankfurt,LH869,00:25,Departure
1618,Icelandair,07:31,2021-07-24,2021-05-29,Amsterdam,FI500,07:40,Departure
1619,Icelandair,07:47,2021-07-24,2021-05-29,Berlin Brandenburg,FI528,07:40,Departure
1620,Icelandair,07:48,2021-07-24,2021-05-29,London Heathrow,FI450,07:40,Departure
1621,Icelandair,07:38,2021-07-24,2021-05-29,Kaupmannahöfn,FI204,07:45,Departure
1622,Icelandair,08:34,2021-07-24,2021-05-29,Tenerife South,FI580,08:40,Departure
1623,Delta,10:14,2021-07-24,2021-05-29,Minneapolis St Paul,DL261,09:30,Departure
1624,Delta,12:00,2021-07-24,2021-05-29,Boston,DL267,10:15,Departure
1625,Delta,Aflýst,2021-07-24,2021-05-29,New York JFK,DL247,11:15,Departure
1626,Lufthansa,13:18,2021-07-24,2021-05-29,Frankfurt,LH857,13:35,Departure
1627,Icelandair,17:05,2021-07-24,2021-05-29,New York JFK,FI615,17:00,Departure
1628,Icelandair,17:10,2021-07-24,2021-05-29,Boston,FI631,17:15,Departure
1629,Wizz Air,20:30,2021-07-24,2021-05-29,Gdansk,W61774,20:30,Departure
1630,Wizz Air,23:49,2021-07-24,2021-05-28,Varsjá,W61540,00:05,Departure
1631,Icelandair,07:43,2021-07-24,2021-05-28,Kaupmannahöfn,FI204,07:45,Departure
1632,Transavia,08:37,2021-07-24,2021-05-28,Amsterdam,HV6888,08:50,Departure
1633,Delta,09:21,2021-07-24,2021-05-28,Minneapolis St Paul,DL261,09:30,Departure
1634,Delta,10:11,2021-07-24,2021-05-28,Boston,DL267,10:15,Departure
1635,Delta,11:09,2021-07-24,2021-05-28,New York JFK,DL247,11:15,Departure
1636,Air Baltic,15:17,2021-07-24,2021-05-28,Riga,BT170,15:10,Departure
1637,Icelandair,19:45,2021-07-24,2021-05-28,New York JFK,FI615,17:00,Departure
1638,Icelandair,20:58,2021-07-24,2021-05-28,Boston,FI631,17:15,Departure
1639,Lufthansa,00:28,2021-07-24,2021-05-27,Frankfurt,LH869,00:25,Departure
1640,Icelandair,07:25,2021-07-24,2021-05-27,Frankfurt,FI520,07:25,Departure
1641,Icelandair,07:31,2021-07-24,2021-05-27,Stokkhólmur,FI306,07:35,Departure
1642,Icelandair,07:38,2021-07-24,2021-05-27,London Heathrow,FI450,07:40,Departure
1643,Icelandair,07:27,2021-07-24,2021-05-27,Amsterdam,FI500,07:40,Departure
1644,Icelandair,07:40,2021-07-24,2021-05-27,Kaupmannahöfn,FI204,07:45,Departure
1645,Icelandair,07:50,2021-07-24,2021-05-27,Osló,FI318,07:50,Departure
1646,Delta,10:04,2021-07-24,2021-05-27,Boston,DL267,10:15,Departure
1647,Delta,11:18,2021-07-24,2021-05-27,New York JFK,DL247,11:15,Departure
1648,Lufthansa,13:28,2021-07-24,2021-05-27,Frankfurt,LH857,13:35,Departure
1649,Icelandair,16:42,2021-07-24,2021-05-27,Washington Dulles,FI645,16:50,Departure
1650,Icelandair,16:50,2021-07-24,2021-05-27,New York JFK,FI615,17:00,Departure
1651,Icelandair,17:13,2021-07-24,2021-05-27,Boston,FI631,17:15,Departure
1652,Icelandair,07:40,2021-07-24,2021-05-26,Kaupmannahöfn,FI204,07:45,Departure
1653,Delta,10:05,2021-07-24,2021-05-26,Boston,DL267,10:15,Departure
1654,Icelandair,11:03,2021-07-24,2021-05-26,Dallas,FI1045,11:00,Departure
1655,Delta,11:04,2021-07-24,2021-05-26,New York JFK,DL247,11:15,Departure
1656,Icelandair,16:44,2021-07-24,2021-05-26,Chicago,FI853,16:45,Departure
1657,Icelandair,17:01,2021-07-24,2021-05-26,New York JFK,FI615,17:00,Departure
1658,Icelandair,17:18,2021-07-24,2021-05-26,Boston,FI631,17:15,Departure
1659,Icelandair,08:01,2021-07-24,2021-05-25,Amsterdam,FI500,07:40,Departure
1660,Icelandair,07:54,2021-07-24,2021-05-25,London Heathrow,FI450,07:40,Departure
1661,Icelandair,07:55,2021-07-24,2021-05-25,París CDG,FI542,07:40,Departure
1662,Delta,10:02,2021-07-24,2021-05-25,Boston,DL267,10:15,Departure
1663,Delta,11:03,2021-07-24,2021-05-25,New York JFK,DL247,11:15,Departure
1664,Lufthansa,13:27,2021-07-24,2021-05-25,Frankfurt,LH857,13:35,Departure
1665,Icelandair,16:57,2021-07-24,2021-05-25,New York JFK,FI615,17:00,Departure
1666,Icelandair,17:13,2021-07-24,2021-05-25,Boston,FI631,17:15,Departure
1667,Wizz Air,00:15,2021-07-24,2021-05-24,Varsjá,W61540,00:05,Departure
1668,Lufthansa,00:38,2021-07-24,2021-05-24,Frankfurt,LH869,00:25,Departure
1669,Icelandair,07:42,2021-07-24,2021-05-24,Kaupmannahöfn,FI204,07:45,Departure
1670,Icelandair,08:47,2021-07-24,2021-05-24,Alicante,FI1582,08:50,Departure
1671,Delta,09:58,2021-07-24,2021-05-24,Boston,DL267,10:15,Departure
1672,Delta,11:00,2021-07-24,2021-05-24,New York JFK,DL247,11:15,Departure
1673,Icelandair,16:52,2021-07-24,2021-05-24,New York JFK,FI615,17:00,Departure
1674,Icelandair,16:57,2021-07-24,2021-05-24,Boston,FI631,17:15,Departure
1675,Transavia,18:11,2021-07-24,2021-05-24,Amsterdam,HV6888,18:20,Departure
