Id,Airline,Confirmed,CreationDate,Date,Destination,FlightNumber,Scheduled,Type
401,Icelandair,17:29,2021-07-24,2021-07-15,New York JFK,FI615,17:00,Departure
402,Icelandair,17:16,2021-07-24,2021-07-15,Seattle,FI681,17:05,Departure
403,Vueling,17:45,2021-07-24,2021-07-15,Barcelona,VY8561,17:10,Departure
404,Icelandair,17:15,2021-07-24,2021-07-15,Boston,FI631,17:15,Departure
405,Icelandair,17:51,2021-07-24,2021-07-15,Seattle,FI683,17:50,Departure
406,Wizz Air,18:46,2021-07-24,2021-07-15,Wroclaw,W61898,18:50,Departure
407,Wizz Air,19:04,2021-07-24,2021-07-15,Riga,W62598,18:50,Departure
408,Norwegian,19:05,2021-07-24,2021-07-15,Osló,DY1171,19:05,Departure
409,Wizz Air,19:54,2021-07-24,2021-07-15,Mílanó,W65566,19:20,Departure
410,Wizz Air,20:07,2021-07-24,2021-07-15,Gdansk,W61774,20:00,Departure
411,Wizz Air,00:16,2021-07-24,2021-07-14,Varsjá,W61540,00:10,Departure
412,Croatia Airlines,00:59,2021-07-24,2021-07-14,Zagreb,OU9531,01:00,Departure
413,Icelandair,07:25,2021-07-24,2021-07-14,Zurich,FI568,07:20,Departure
414,Icelandair,07:37,2021-07-24,2021-07-14,Frankfurt,FI520,07:25,Departure
415,Icelandair,07:42,2021-07-24,2021-07-14,Stokkhólmur,FI306,07:35,Departure
416,Icelandair,07:43,2021-07-24,2021-07-14,París CDG,FI542,07:40,Departure
417,Icelandair,07:47,2021-07-24,2021-07-14,Brussel,FI554,07:40,Departure
418,Icelandair,07:37,2021-07-24,2021-07-14,London Heathrow,FI450,07:40,Departure
419,Icelandair,07:43,2021-07-24,2021-07-14,Amsterdam,FI500,07:40,Departure
420,Icelandair,07:46,2021-07-24,2021-07-14,Kaupmannahöfn,FI204,07:45,Departure
421,Neos,08:32,2021-07-24,2021-07-14,Tenerife South,NO3924,08:20,Departure
422,Icelandair,08:41,2021-07-24,2021-07-14,Tenerife South,FI580,08:40,Departure
423,Delta,09:28,2021-07-24,2021-07-14,Minneapolis St Paul,DL261,09:30,Departure
424,Delta,10:08,2021-07-24,2021-07-14,Boston,DL267,10:15,Departure
425,United Airlines,10:35,2021-07-24,2021-07-14,Chicago,UA913,10:30,Departure
426,SAS,10:26,2021-07-24,2021-07-14,Kaupmannahöfn,SK596,10:30,Departure
427,Delta,10:45,2021-07-24,2021-07-14,New York JFK,DL247,10:50,Departure
428,United Airlines,11:26,2021-07-24,2021-07-14,New York Newark,UA967,11:20,Departure
429,Edelweiss,16:02,2021-07-24,2021-07-14,Zurich,WK301,15:50,Departure
430,Icelandair,16:54,2021-07-24,2021-07-14,Chicago,FI853,16:45,Departure
431,Icelandair,16:48,2021-07-24,2021-07-14,Minneapolis St Paul,FI657,16:45,Departure
432,Icelandair,16:50,2021-07-24,2021-07-14,Washington Dulles,FI645,16:50,Departure
433,Icelandair,16:58,2021-07-24,2021-07-14,Denver,FI671,16:55,Departure
434,Icelandair,17:25,2021-07-24,2021-07-14,New York JFK,FI615,17:00,Departure
435,Icelandair,17:02,2021-07-24,2021-07-14,New York Newark,FI623,17:00,Departure
436,Icelandair,17:20,2021-07-24,2021-07-14,Seattle,FI681,17:05,Departure
437,Icelandair,17:17,2021-07-24,2021-07-14,Boston,FI631,17:15,Departure
438,Wizz Air,18:57,2021-07-24,2021-07-14,Katowice,W61168,19:05,Departure
439,Transavia,19:48,2021-07-24,2021-07-14,Amsterdam,HV6886,19:50,Departure
440,Lufthansa,00:20,2021-07-24,2021-07-13,Frankfurt,LH869,00:25,Departure
441,Icelandair,07:30,2021-07-24,2021-07-13,Zurich,FI568,07:20,Departure
442,Icelandair,07:39,2021-07-24,2021-07-13,Munchen,FI532,07:20,Departure
443,Icelandair,07:44,2021-07-24,2021-07-13,Frankfurt,FI520,07:25,Departure
444,Icelandair,07:31,2021-07-24,2021-07-13,Helsinki,FI342,07:30,Departure
445,Icelandair,07:45,2021-07-24,2021-07-13,Stokkhólmur,FI306,07:35,Departure
446,Icelandair,07:42,2021-07-24,2021-07-13,París CDG,FI542,07:40,Departure
447,Icelandair,07:41,2021-07-24,2021-07-13,Amsterdam,FI500,07:40,Departure
448,Icelandair,08:01,2021-07-24,2021-07-13,Berlin Brandenburg,FI528,07:40,Departure
449,Icelandair,07:53,2021-07-24,2021-07-13,London Heathrow,FI450,07:40,Departure
450,Icelandair,07:41,2021-07-24,2021-07-13,París CDG,FI544,07:45,Departure
451,Icelandair,07:53,2021-07-24,2021-07-13,Kaupmannahöfn,FI204,07:45,Departure
452,Icelandair,07:53,2021-07-24,2021-07-13,Hamborg,FI510,07:50,Departure
453,Neos,08:17,2021-07-24,2021-07-13,Chania,NO2958,08:20,Departure
454,Delta,09:28,2021-07-24,2021-07-13,Minneapolis St Paul,DL261,09:30,Departure
455,Icelandair,09:35,2021-07-24,2021-07-13,Dublin,FI1048,09:30,Departure
456,Play,10:07,2021-07-24,2021-07-13,Alicante,OG600,10:00,Departure
457,Play,10:03,2021-07-24,2021-07-13,Tenerife South,OG620,10:05,Departure
458,Delta,10:16,2021-07-24,2021-07-13,Boston,DL267,10:15,Departure
459,SAS,10:29,2021-07-24,2021-07-13,Kaupmannahöfn,SK596,10:30,Departure
460,United Airlines,10:24,2021-07-24,2021-07-13,Chicago,UA913,10:30,Departure
461,British Airways,10:39,2021-07-24,2021-07-13,London Heathrow,BA801,10:45,Departure
462,Delta,10:59,2021-07-24,2021-07-13,New York JFK,DL247,10:50,Departure
463,United Airlines,11:19,2021-07-24,2021-07-13,New York Newark,UA967,11:20,Departure
464,SAS,11:28,2021-07-24,2021-07-13,Osló,SK4788,11:25,Departure
465,Lufthansa,13:20,2021-07-24,2021-07-13,Frankfurt,LH857,13:35,Departure
466,Austrian,15:30,2021-07-24,2021-07-13,Vín,OS9764,15:35,Departure
467,Icelandair,16:23,2021-07-24,2021-07-13,London Heathrow,FI454,16:10,Departure
468,Wizz Air,16:43,2021-07-24,2021-07-13,Búdapest,W62428,16:30,Departure
469,Wizz Air,16:37,2021-07-24,2021-07-13,Vín,W62858,16:40,Departure
470,Icelandair,17:10,2021-07-24,2021-07-13,Washington Dulles,FI645,16:50,Departure
471,Icelandair,16:59,2021-07-24,2021-07-13,Portland,FI665,16:50,Departure
472,Icelandair,16:56,2021-07-24,2021-07-13,Denver,FI671,16:55,Departure
473,Icelandair,17:00,2021-07-24,2021-07-13,New York Newark,FI623,17:00,Departure
474,Icelandair,17:00,2021-07-24,2021-07-13,New York JFK,FI615,17:00,Departure
475,Icelandair,17:32,2021-07-24,2021-07-13,Seattle,FI681,17:05,Departure
476,Icelandair,17:27,2021-07-24,2021-07-13,Boston,FI631,17:15,Departure
477,Wizz Air,19:19,2021-07-24,2021-07-13,Mílanó,W65566,19:20,Departure
478,Wizz Air,20:48,2021-07-24,2021-07-13,Gdansk,W61774,20:50,Departure
479,Wizz Air,00:26,2021-07-24,2021-07-12,Varsjá,W61540,00:10,Departure
480,Lufthansa,00:21,2021-07-24,2021-07-12,Frankfurt,LH869,00:25,Departure
481,Eurowings,00:41,2021-07-24,2021-07-12,Dusseldorf,EW9281,00:30,Departure
482,Austrian,00:52,2021-07-24,2021-07-12,Vín,OS9762,01:00,Departure
483,Czech Airlines,01:50,2021-07-24,2021-07-12,Prag,OK461,02:00,Departure
484,Play,06:27,2021-07-24,2021-07-12,London Stansted,OG800,06:30,Departure
485,Icelandair,07:21,2021-07-24,2021-07-12,Genf,FI564,07:20,Departure
486,Icelandair,07:16,2021-07-24,2021-07-12,Zurich,FI568,07:20,Departure
487,Icelandair,07:38,2021-07-24,2021-07-12,Frankfurt,FI520,07:25,Departure
488,Icelandair,07:43,2021-07-24,2021-07-12,Stokkhólmur,FI306,07:35,Departure
489,Icelandair,07:42,2021-07-24,2021-07-12,París CDG,FI542,07:40,Departure
490,Icelandair,07:34,2021-07-24,2021-07-12,Amsterdam,FI500,07:40,Departure
491,Icelandair,07:40,2021-07-24,2021-07-12,Berlin Brandenburg,FI528,07:40,Departure
492,Icelandair,07:51,2021-07-24,2021-07-12,London Heathrow,FI450,07:40,Departure
493,Icelandair,07:41,2021-07-24,2021-07-12,Brussel,FI554,07:40,Departure
494,Icelandair,07:48,2021-07-24,2021-07-12,Kaupmannahöfn,FI204,07:45,Departure
495,Icelandair,07:54,2021-07-24,2021-07-12,Kaupmannahöfn,FI206,08:00,Departure
496,Transavia,08:45,2021-07-24,2021-07-12,Amsterdam,HV6886,08:45,Departure
497,Icelandair,09:07,2021-07-24,2021-07-12,Alicante,FI1582,08:50,Departure
498,Icelandair,09:15,2021-07-24,2021-07-12,Boston,FI635,09:20,Departure
499,Delta,09:31,2021-07-24,2021-07-12,Minneapolis St Paul,DL261,09:30,Departure
500,Delta,10:16,2021-07-24,2021-07-12,Boston,DL267,10:15,Departure
501,Atlantic Airways,10:21,2021-07-24,2021-07-12,Vagar,RC402,10:20,Departure
502,SAS,10:28,2021-07-24,2021-07-12,Kaupmannahöfn,SK596,10:30,Departure
503,United Airlines,10:19,2021-07-24,2021-07-12,Chicago,UA913,10:30,Departure
504,Delta,11:01,2021-07-24,2021-07-12,New York JFK,DL247,10:50,Departure
505,SAS,Aflýst,2021-07-24,2021-07-12,Osló,SK4788,11:10,Departure
506,United Airlines,11:14,2021-07-24,2021-07-12,New York Newark,UA967,11:20,Departure
507,Air Baltic,15:22,2021-07-24,2021-07-12,Riga,BT170,15:10,Departure
508,Play,15:03,2021-07-24,2021-07-12,Berlin Brandenburg,OG704,15:15,Departure
509,Icelandair,16:13,2021-07-24,2021-07-12,Kaupmannahöfn,FI216,16:10,Departure
510,Icelandair,16:44,2021-07-24,2021-07-12,Billund,FI274,16:40,Departure
511,Icelandair,16:58,2021-07-24,2021-07-12,Chicago,FI853,16:45,Departure
512,Icelandair,16:47,2021-07-24,2021-07-12,Washington Dulles,FI645,16:50,Departure
513,Icelandair,17:05,2021-07-24,2021-07-12,Denver,FI671,16:55,Departure
514,Icelandair,17:03,2021-07-24,2021-07-12,New York JFK,FI615,17:00,Departure
515,Icelandair,17:12,2021-07-24,2021-07-12,New York Newark,FI623,17:00,Departure
516,Icelandair,17:37,2021-07-24,2021-07-12,Seattle,FI681,17:05,Departure
517,Vueling,17:23,2021-07-24,2021-07-12,Barcelona,VY8561,17:10,Departure
518,Icelandair,17:22,2021-07-24,2021-07-12,Boston,FI631,17:15,Departure
519,Wizz Air,21:14,2021-07-24,2021-07-12,Katowice,W61168,20:00,Departure
520,Wizz Air,01:14,2021-07-24,2021-07-11,Varsjá,W61540,00:10,Departure
521,Lufthansa,00:50,2021-07-24,2021-07-11,Munchen,LH2469,01:05,Departure
522,Czech Airlines,01:21,2021-07-24,2021-07-11,Prag,OK461,01:30,Departure
523,Iberia Express,01:34,2021-07-24,2021-07-11,Madríd,I23661,01:35,Departure
524,Play,06:27,2021-07-24,2021-07-11,London Stansted,OG800,06:30,Departure
525,Icelandair,07:33,2021-07-24,2021-07-11,Zurich,FI568,07:20,Departure
526,Icelandair,07:41,2021-07-24,2021-07-11,Munchen,FI532,07:20,Departure
527,Icelandair,07:40,2021-07-24,2021-07-11,Frankfurt,FI520,07:25,Departure
528,Icelandair,07:38,2021-07-24,2021-07-11,Stokkhólmur,FI306,07:35,Departure
529,Icelandair,08:24,2021-07-24,2021-07-11,London Heathrow,FI450,07:40,Departure
530,Icelandair,07:50,2021-07-24,2021-07-11,Berlin Brandenburg,FI528,07:40,Departure
531,Icelandair,08:02,2021-07-24,2021-07-11,Brussel,FI554,07:40,Departure
532,Icelandair,07:48,2021-07-24,2021-07-11,París CDG,FI542,07:40,Departure
533,Icelandair,07:43,2021-07-24,2021-07-11,Amsterdam,FI500,07:40,Departure
534,Icelandair,08:00,2021-07-24,2021-07-11,Kaupmannahöfn,FI204,07:45,Departure
535,Icelandair,07:58,2021-07-24,2021-07-11,Osló,FI318,07:50,Departure
536,Icelandair,08:21,2021-07-24,2021-07-11,Kaupmannahöfn,FI206,08:00,Departure
537,EasyJet,09:15,2021-07-24,2021-07-11,Manchester,EZY1806,09:15,Departure
538,Delta,09:34,2021-07-24,2021-07-11,Minneapolis St Paul,DL261,09:30,Departure
539,EasyJet,09:29,2021-07-24,2021-07-11,London Luton,EZY2296,09:35,Departure
540,SAS,09:57,2021-07-24,2021-07-11,Kaupmannahöfn,SK596,09:55,Departure
541,Norwegian,09:46,2021-07-24,2021-07-11,Osló,DY1171,10:00,Departure
542,Delta,10:35,2021-07-24,2021-07-11,Boston,DL267,10:15,Departure
543,United Airlines,10:30,2021-07-24,2021-07-11,Chicago,UA913,10:30,Departure
544,Eurowings,10:26,2021-07-24,2021-07-11,Hamborg,EW7809,10:35,Departure
545,Delta,11:02,2021-07-24,2021-07-11,New York JFK,DL247,10:50,Departure
546,Wizz Air,13:57,2021-07-24,2021-07-11,Mílanó,W65566,11:00,Departure
547,United Airlines,11:16,2021-07-24,2021-07-11,New York Newark,UA967,11:20,Departure
548,SAS,12:31,2021-07-24,2021-07-11,Osló,SK4788,12:45,Departure
549,Air Greenland,15:30,2021-07-24,2021-07-11,Narsarsuaq,GL6605,14:10,Departure
550,Air Baltic,15:21,2021-07-24,2021-07-11,Riga,BT170,15:10,Departure
551,Play,15:03,2021-07-24,2021-07-11,Berlin Brandenburg,OG704,15:15,Departure
552,EasyJet,15:17,2021-07-24,2021-07-11,Edinborg,EZY6942,15:25,Departure
553,Icelandair,16:22,2021-07-24,2021-07-11,París CDG,FI540,16:00,Departure
554,Icelandair,16:58,2021-07-24,2021-07-11,London Heathrow,FI454,16:10,Departure
555,Icelandair,17:06,2021-07-24,2021-07-11,Kaupmannahöfn,FI216,16:10,Departure
556,Icelandair,17:08,2021-07-24,2021-07-11,Chicago,FI853,16:45,Departure
557,Icelandair,16:57,2021-07-24,2021-07-11,Minneapolis St Paul,FI657,16:45,Departure
558,Icelandair,17:15,2021-07-24,2021-07-11,Washington Dulles,FI645,16:50,Departure
559,Icelandair,17:19,2021-07-24,2021-07-11,Denver,FI671,16:55,Departure
560,Icelandair,17:26,2021-07-24,2021-07-11,New York Newark,FI623,17:00,Departure
561,Icelandair,17:24,2021-07-24,2021-07-11,New York JFK,FI615,17:00,Departure
562,Icelandair,18:23,2021-07-24,2021-07-11,Seattle,FI681,17:05,Departure
563,Icelandair,17:30,2021-07-24,2021-07-11,Boston,FI631,17:15,Departure
564,Wizz Air,18:52,2021-07-24,2021-07-11,Riga,W62598,18:50,Departure
565,Wizz Air,20:58,2021-07-24,2021-07-11,Wroclaw,W61898,20:15,Departure
566,Lufthansa,00:39,2021-07-24,2021-07-10,Frankfurt,LH869,00:25,Departure
567,Icelandair,08:05,2021-07-24,2021-07-10,Munchen,FI532,07:20,Departure
568,Icelandair,08:00,2021-07-24,2021-07-10,Genf,FI564,07:20,Departure
569,Icelandair,08:11,2021-07-24,2021-07-10,Zurich,FI568,07:20,Departure
570,Icelandair,08:12,2021-07-24,2021-07-10,Frankfurt,FI520,07:25,Departure
571,Icelandair,08:31,2021-07-24,2021-07-10,Helsinki,FI342,07:30,Departure
572,Icelandair,08:28,2021-07-24,2021-07-10,Stokkhólmur,FI306,07:35,Departure
573,Icelandair,08:34,2021-07-24,2021-07-10,London Heathrow,FI450,07:40,Departure
574,Icelandair,08:14,2021-07-24,2021-07-10,Amsterdam,FI500,07:40,Departure
575,Icelandair,08:29,2021-07-24,2021-07-10,Berlin Brandenburg,FI528,07:40,Departure
576,Icelandair,08:34,2021-07-24,2021-07-10,París CDG,FI542,07:40,Departure
577,Icelandair,08:16,2021-07-24,2021-07-10,Brussel,FI554,07:40,Departure
578,Icelandair,Aflýst,2021-07-24,2021-07-10,París CDG,FI544,07:45,Departure
579,Icelandair,08:23,2021-07-24,2021-07-10,Kaupmannahöfn,FI204,07:45,Departure
580,Icelandair,08:52,2021-07-24,2021-07-10,Kaupmannahöfn,FI206,08:00,Departure
581,Neos,08:20,2021-07-24,2021-07-10,Verona,NO6956,08:20,Departure
582,Icelandair,08:52,2021-07-24,2021-07-10,Tenerife South,FI580,08:40,Departure
583,Icelandair,09:54,2021-07-24,2021-07-10,Boston,FI635,09:20,Departure
584,Delta,09:31,2021-07-24,2021-07-10,Minneapolis St Paul,DL261,09:30,Departure
585,Play,10:03,2021-07-24,2021-07-10,Tenerife South,OG620,10:05,Departure
586,British Airways,10:08,2021-07-24,2021-07-10,London Heathrow,BA801,10:10,Departure
587,Delta,10:19,2021-07-24,2021-07-10,Boston,DL267,10:15,Departure
588,United Airlines,10:29,2021-07-24,2021-07-10,Chicago,UA913,10:30,Departure
589,Delta,10:51,2021-07-24,2021-07-10,New York JFK,DL247,10:50,Departure
590,United Airlines,11:14,2021-07-24,2021-07-10,New York Newark,UA967,11:20,Departure
591,Lufthansa,13:36,2021-07-24,2021-07-10,Frankfurt,LH857,13:35,Departure
592,Icelandair,17:35,2021-07-24,2021-07-10,Mílanó,FI592,14:00,Departure
593,Wizz Air,16:50,2021-07-24,2021-07-10,Dortmund,W64714,15:50,Departure
594,Edelweiss,16:53,2021-07-24,2021-07-10,Zurich,WK301,16:30,Departure
595,Wizz Air,16:37,2021-07-24,2021-07-10,Vín,W62858,16:40,Departure
596,Wizz Air,16:44,2021-07-24,2021-07-10,Búdapest,W62428,16:40,Departure
597,Icelandair,17:12,2021-07-24,2021-07-10,Chicago,FI853,16:45,Departure
598,Icelandair,17:10,2021-07-24,2021-07-10,Minneapolis St Paul,FI657,16:45,Departure
599,Icelandair,17:21,2021-07-24,2021-07-10,Portland,FI665,16:50,Departure
600,Icelandair,17:12,2021-07-24,2021-07-10,Washington Dulles,FI645,16:50,Departure
601,Icelandair,17:23,2021-07-24,2021-07-10,Denver,FI671,16:55,Departure
602,Icelandair,17:29,2021-07-24,2021-07-10,New York Newark,FI623,17:00,Departure
603,Icelandair,17:22,2021-07-24,2021-07-10,New York JFK,FI615,17:00,Departure
604,Icelandair,17:28,2021-07-24,2021-07-10,Seattle,FI681,17:05,Departure
605,Vueling,17:06,2021-07-24,2021-07-10,Barcelona,VY8561,17:10,Departure
606,Icelandair,17:48,2021-07-24,2021-07-10,Boston,FI631,17:15,Departure
607,Icelandair,17:42,2021-07-24,2021-07-10,Seattle,FI683,17:50,Departure
608,Wizz Air,Aflýst,2021-07-24,2021-07-10,Mílanó,W65566,19:20,Departure
609,Transavia,19:29,2021-07-24,2021-07-10,Amsterdam,HV6888,19:50,Departure
610,Wizz Air,20:41,2021-07-24,2021-07-10,Gdansk,W61774,20:50,Departure
611,Wizz Air,21:39,2021-07-24,2021-07-10,London Luton,W94498,21:45,Departure
612,Wizz Air,00:10,2021-07-24,2021-07-09,Varsjá,W61540,00:10,Departure
613,Eurowings,00:54,2021-07-24,2021-07-09,Dusseldorf,EW9281,00:30,Departure
614,Aer Lingus,01:08,2021-07-24,2021-07-09,Dublin,EI4961,01:00,Departure
615,Lufthansa,02:11,2021-07-24,2021-07-09,Munchen,LH2469,02:00,Departure
616,Icelandair,07:20,2021-07-24,2021-07-09,Zurich,FI568,07:20,Departure
617,Icelandair,07:26,2021-07-24,2021-07-09,Frankfurt,FI520,07:25,Departure
618,Icelandair,07:50,2021-07-24,2021-07-09,Stokkhólmur,FI306,07:35,Departure
619,Icelandair,07:42,2021-07-24,2021-07-09,Amsterdam,FI500,07:40,Departure
620,Icelandair,07:49,2021-07-24,2021-07-09,London Heathrow,FI450,07:40,Departure
621,Icelandair,07:43,2021-07-24,2021-07-09,París CDG,FI542,07:40,Departure
622,Icelandair,07:48,2021-07-24,2021-07-09,Kaupmannahöfn,FI204SK6150 SU4480,07:45,Departure
623,Icelandair,07:46,2021-07-24,2021-07-09,Osló,FI318,07:50,Departure
624,Neos,08:20,2021-07-24,2021-07-09,Tenerife South,NO5924,08:20,Departure
625,Delta,09:30,2021-07-24,2021-07-09,Minneapolis St Paul,DL261,09:30,Departure
626,Delta,10:24,2021-07-24,2021-07-09,Boston,DL267,10:15,Departure
627,SAS,10:24,2021-07-24,2021-07-09,Kaupmannahöfn,SK596,10:30,Departure
628,United Airlines,10:28,2021-07-24,2021-07-09,Chicago,UA913,10:30,Departure
629,Delta,10:55,2021-07-24,2021-07-09,New York JFK,DL247,10:50,Departure
630,United Airlines,11:09,2021-07-24,2021-07-09,New York Newark,UA967,11:20,Departure
631,SAS,11:45,2021-07-24,2021-07-09,Osló,SK4788,11:25,Departure
632,Atlantic Airways,11:51,2021-07-24,2021-07-09,Vagar,RC402,12:00,Departure
633,Air Baltic,15:20,2021-07-24,2021-07-09,Riga,BT170,15:10,Departure
634,Play,15:10,2021-07-24,2021-07-09,Berlin Brandenburg,OG704,15:15,Departure
635,Icelandair,15:53,2021-07-24,2021-07-09,París CDG,FI540,16:00,Departure
636,Icelandair,16:08,2021-07-24,2021-07-09,Kaupmannahöfn,FI216,16:10,Departure
637,Icelandair,16:48,2021-07-24,2021-07-09,Billund,FI274,16:40,Departure
638,Icelandair,16:57,2021-07-24,2021-07-09,Chicago,FI853,16:45,Departure
639,Icelandair,16:52,2021-07-24,2021-07-09,Washington Dulles,FI645,16:50,Departure
640,Icelandair,17:10,2021-07-24,2021-07-09,Denver,FI671,16:55,Departure
641,Icelandair,17:03,2021-07-24,2021-07-09,New York JFK,FI615,17:00,Departure
642,Icelandair,16:57,2021-07-24,2021-07-09,New York Newark,FI623,17:00,Departure
643,Icelandair,17:30,2021-07-24,2021-07-09,Seattle,FI681,17:05,Departure
644,Icelandair,17:09,2021-07-24,2021-07-09,Boston,FI631,17:15,Departure
645,Transavia,18:53,2021-07-24,2021-07-09,Amsterdam,HV6886,18:50,Departure
646,Wizz Air,20:00,2021-07-24,2021-07-09,Katowice,W61168,20:00,Departure
647,Wizz Air,00:25,2021-07-24,2021-07-08,Varsjá,W61540,00:10,Departure
648,Lufthansa,00:18,2021-07-24,2021-07-08,Frankfurt,LH869,00:25,Departure
649,Czech Airlines,01:57,2021-07-24,2021-07-08,Prag,OK461,02:00,Departure
650,Play,06:25,2021-07-24,2021-07-08,London Stansted,OG800,06:30,Departure
651,Icelandair,07:24,2021-07-24,2021-07-08,Munchen,FI532,07:20,Departure
652,Icelandair,07:34,2021-07-24,2021-07-08,Frankfurt,FI520,07:25,Departure
653,Icelandair,07:48,2021-07-24,2021-07-08,Stokkhólmur,FI306,07:35,Departure
654,Icelandair,07:50,2021-07-24,2021-07-08,París CDG,FI542,07:40,Departure
655,Icelandair,07:42,2021-07-24,2021-07-08,Berlin Brandenburg,FI528,07:40,Departure
656,Icelandair,07:52,2021-07-24,2021-07-08,Brussel,FI554,07:40,Departure
657,Icelandair,07:50,2021-07-24,2021-07-08,London Heathrow,FI450,07:40,Departure
658,Icelandair,07:52,2021-07-24,2021-07-08,Amsterdam,FI500,07:40,Departure
659,Icelandair,08:07,2021-07-24,2021-07-08,Kaupmannahöfn,FI204SK6150 SU4480,07:45,Departure
660,Icelandair,08:07,2021-07-24,2021-07-08,Osló,FI318,07:50,Departure
661,Neos,08:25,2021-07-24,2021-07-08,Alicante,NO4902,08:20,Departure
662,EasyJet,08:59,2021-07-24,2021-07-08,London Luton,EZY2296,08:45,Departure
663,Icelandair,09:15,2021-07-24,2021-07-08,Alicante,FI1582,08:50,Departure
664,EasyJet,09:05,2021-07-24,2021-07-08,Manchester,EZY1806,09:00,Departure
665,Wizz Air,09:11,2021-07-24,2021-07-08,Vín,W62858,09:20,Departure
666,Icelandair,09:25,2021-07-24,2021-07-08,Boston,FI635,09:20,Departure
667,Delta,09:28,2021-07-24,2021-07-08,Minneapolis St Paul,DL261,09:30,Departure
668,Delta,10:10,2021-07-24,2021-07-08,Boston,DL267,10:15,Departure
669,United Airlines,10:19,2021-07-24,2021-07-08,Chicago,UA913,10:30,Departure
670,SAS,10:21,2021-07-24,2021-07-08,Kaupmannahöfn,SK596,10:30,Departure
671,British Airways,10:44,2021-07-24,2021-07-08,London Heathrow,BA801,10:40,Departure
672,Delta,10:46,2021-07-24,2021-07-08,New York JFK,DL247,10:50,Departure
673,United Airlines,11:01,2021-07-24,2021-07-08,New York Newark,UA967,11:20,Departure
674,Lufthansa,13:35,2021-07-24,2021-07-08,Frankfurt,LH857,13:35,Departure
675,Eurowings,14:20,2021-07-24,2021-07-08,Hamborg,EW7809,14:20,Departure
676,EasyJet,14:59,2021-07-24,2021-07-08,Edinborg,EZY6942,15:05,Departure
677,Play,15:03,2021-07-24,2021-07-08,Berlin Brandenburg,OG704,15:15,Departure
678,Icelandair,16:24,2021-07-24,2021-07-08,Kaupmannahöfn,FI216,16:10,Departure
679,Icelandair,16:51,2021-07-24,2021-07-08,Minneapolis St Paul,FI657,16:45,Departure
680,Icelandair,16:41,2021-07-24,2021-07-08,Portland,FI665,16:50,Departure
681,Icelandair,16:50,2021-07-24,2021-07-08,Washington Dulles,FI645,16:50,Departure
682,Icelandair,17:04,2021-07-24,2021-07-08,Denver,FI671,16:55,Departure
683,Icelandair,17:13,2021-07-24,2021-07-08,New York JFK,FI615,17:00,Departure
684,Icelandair,17:03,2021-07-24,2021-07-08,New York Newark,FI623,17:00,Departure
685,Icelandair,17:05,2021-07-24,2021-07-08,Seattle,FI681,17:05,Departure
686,Vueling,18:33,2021-07-24,2021-07-08,Barcelona,VY8561,17:10,Departure
687,Icelandair,17:13,2021-07-24,2021-07-08,Boston,FI631,17:15,Departure
688,Wizz Air,18:50,2021-07-24,2021-07-08,Riga,W62598,18:50,Departure
689,Norwegian,19:02,2021-07-24,2021-07-08,Osló,DY1171,19:05,Departure
690,Wizz Air,19:50,2021-07-24,2021-07-08,Mílanó,W65566,19:20,Departure
691,Wizz Air,20:00,2021-07-24,2021-07-08,Gdansk,W61774,20:00,Departure
692,City Jet,22:51,2021-07-24,2021-07-08,Dublin,WX9383,22:30,Departure
693,Wizz Air,23:57,2021-07-24,2021-07-07,Varsjá,W61540,00:10,Departure
694,Iberia Express,01:24,2021-07-24,2021-07-07,Madríd,I23661,01:35,Departure
695,Icelandair,07:20,2021-07-24,2021-07-07,Zurich,FI568,07:20,Departure
696,Icelandair,07:20,2021-07-24,2021-07-07,Frankfurt,FI520,07:25,Departure
697,Icelandair,07:46,2021-07-24,2021-07-07,Stokkhólmur,FI306,07:35,Departure
698,Icelandair,08:11,2021-07-24,2021-07-07,París CDG,FI542,07:40,Departure
699,Icelandair,07:34,2021-07-24,2021-07-07,Amsterdam,FI500,07:40,Departure
700,Icelandair,07:28,2021-07-24,2021-07-07,London Heathrow,FI450,07:40,Departure
701,Icelandair,08:48,2021-07-24,2021-07-07,Kaupmannahöfn,FI204,07:45,Departure
702,Neos,08:19,2021-07-24,2021-07-07,Tenerife South,NO3924,08:20,Departure
703,Icelandair,09:05,2021-07-24,2021-07-07,Tenerife South,FI580,08:40,Departure
704,Delta,09:28,2021-07-24,2021-07-07,Minneapolis St Paul,DL261,09:30,Departure
705,SAS,10:22,2021-07-24,2021-07-07,Kaupmannahöfn,SK596,10:30,Departure
706,United Airlines,13:19,2021-07-24,2021-07-07,Chicago,UA913,10:30,Departure
707,Delta,10:42,2021-07-24,2021-07-07,New York JFK,DL247,10:50,Departure
708,United Airlines,11:11,2021-07-24,2021-07-07,New York Newark,UA967,11:20,Departure
709,Wizz Air,14:54,2021-07-24,2021-07-07,Wroclaw,W61898,15:05,Departure
710,Icelandair,16:55,2021-07-24,2021-07-07,Chicago,FI853,16:45,Departure
711,Icelandair,16:59,2021-07-24,2021-07-07,Minneapolis St Paul,FI657,16:45,Departure
712,Icelandair,16:54,2021-07-24,2021-07-07,Washington Dulles,FI645,16:50,Departure
713,Icelandair,16:48,2021-07-24,2021-07-07,Denver,FI671,16:55,Departure
714,Icelandair,16:46,2021-07-24,2021-07-07,New York Newark,FI623,17:00,Departure
