CreationDate,Date,Type,Scheduled,Destination,FlightNumber,Airline,Confirmed,Scenario
2021-09-05,2021-09-06,Departure,17:15,Orlando,FI689B65689,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-06,Departure,17:15,Boston,FI631B65631,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-06,Departure,18:20,Amsterdam,HV6888,Transavia,Á áætlun,Plan
2021-09-05,2021-09-06,Departure,19:20,Rome Fiumicino,W68266,Wizz Air,Á áætlun,Plan
2021-09-05,2021-09-06,Departure,21:00,Edinborg,VBB3056,,Á áætlun,Plan
2021-09-05,2021-09-06,Departure,21:50,Barcelona,VY8561,Vueling,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,00:25,Frankfurt,LH869,Lufthansa,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,07:20,Zurich,FI568,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,07:20,Munchen,FI532,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,07:25,Frankfurt,FI520,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,07:30,Dublin,FI416,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,07:35,Glasgow,FI430B65654,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,07:40,London Heathrow,FI450,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,07:40,París CDG,FI542,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,07:40,Berlin Brandenburg,FI528,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,07:40,Amsterdam,FI500B65660,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,07:45,Kaupmannahöfn,FI204B65600,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,07:50,Osló,FI318B65610,Icelandair,Aflýst,Plan
2021-09-05,2021-09-07,Departure,07:50,Hamborg,FI510,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,08:00,Kaupmannahöfn,FI206B65602,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,09:30,Minneapolis St Paul,DL261,Delta,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,10:00,Alicante,OG600,Play,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,10:10,Tenerife South,OG620,Play,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,10:30,Chicago,UA913,United Airlines,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,10:45,London Heathrow,BA801AA6569,British Airways,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,11:15,New York JFK,DL247,Delta,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,11:20,New York Newark,UA967,United Airlines,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,13:35,Frankfurt,LH857,Lufthansa,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,15:35,Vín,OS9764,Austrian,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,16:25,Búdapest,W62428,Wizz Air,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,16:45,Minneapolis St Paul,FI657,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,16:50,Washington Dulles,FI645B65645,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,16:50,Portland,FI665,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,16:55,Denver,FI671,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,17:00,New York JFK,FI615,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,17:00,New York Newark,FI623,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,17:05,Seattle,FI681,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,17:15,Boston,FI631B65631,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,17:50,Vín,W62858,Wizz Air,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,17:50,Seattle,FI683,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,18:50,Wroclaw,W61898,Wizz Air,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,19:20,Mílanó,W65566,Wizz Air,Á áætlun,Plan
2021-09-05,2021-09-07,Departure,20:50,Gdansk,W61774,Wizz Air,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,00:10,Varsjá,W61540,Wizz Air,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,01:35,Madríd,I23661,Iberia Express,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,07:20,Munchen,FI532,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,07:20,Zurich,FI568,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,07:25,Frankfurt,FI520,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,07:30,Helsinki,FI342B65650,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,07:30,Dublin,FI416,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,07:30,Tenerife South,NO3924,Neos,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,07:35,Stokkhólmur,FI306B65606,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,07:40,París CDG,FI542,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,07:40,Berlin Brandenburg,FI528,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,07:40,Amsterdam,FI500B65660,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,07:40,London Heathrow,FI450,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,07:45,París CDG,FI544,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,07:45,Kaupmannahöfn,FI204B65600,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,08:40,Tenerife South,FI580,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,08:50,Tenerife South,FI582,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,09:30,Minneapolis St Paul,DL261,Delta,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,10:30,Kaupmannahöfn,SK596,SAS,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,10:30,Chicago,UA913,United Airlines,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,11:15,New York JFK,DL247,Delta,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,11:20,New York Newark,UA967,United Airlines,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,15:00,Mílanó,FI592,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,15:50,Zurich,WK301,Edelweiss,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,16:10,Kaupmannahöfn,FI216SU3618,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,16:45,Chicago,FI853,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,16:45,Katowice,W61168,Wizz Air,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,16:45,Minneapolis St Paul,FI657,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,16:50,Washington Dulles,FI645B65645,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,16:55,Denver,FI671,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,17:00,New York JFK,FI615,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,17:00,New York Newark,FI623,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,17:05,Toronto,FI603,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,17:05,Seattle,FI681,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,17:15,Boston,FI631B65631,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-08,Departure,19:50,Amsterdam,HV6888,Transavia,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,00:25,Frankfurt,LH869,Lufthansa,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,00:30,Frankfurt,KLJ2703,JSC KlasJet,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,01:30,Prag,OK461,Czech Airlines,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,06:00,París CDG,OG400,Play,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,06:00,Berlin Brandenburg,OG700,Play,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,06:30,London Stansted,OG800,Play,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,07:20,Munchen,FI532,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,07:20,Zurich,FI568,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,07:25,Frankfurt,FI520,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,07:30,Dublin,FI416,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,07:35,Glasgow,FI430B65654,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,07:35,Stokkhólmur,FI306B65606,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,07:40,London Heathrow,FI450,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,07:40,Amsterdam,FI500B65660,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,07:40,Berlin Brandenburg,FI528,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,07:40,Brussel,FI554,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,07:40,París CDG,FI542,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,07:45,París CDG,FI544,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,07:45,Kaupmannahöfn,FI204B65600,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,07:50,Osló,FI318B65610,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,08:00,Kaupmannahöfn,FI206B65602,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,08:00,Manchester,FI440B65656,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,08:45,London Luton,EZY2296,EasyJet,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,08:50,Alicante,FI1582,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,08:55,Hamborg,EW7809,Eurowings,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,09:00,Manchester,EZY1806,EasyJet,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,09:30,Minneapolis St Paul,DL261,Delta,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,10:30,Chicago,UA913,United Airlines,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,10:40,London Heathrow,BA801AA6569,British Airways,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,11:15,Manchester,LS4088,JET2.Com,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,11:15,New York JFK,DL247,Delta,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,11:20,New York Newark,UA967,United Airlines,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,11:20,Osló,DY1171,Norwegian,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,11:45,Osló,SK4788,SAS,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,13:00,Alicante,NO4902,Neos,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,13:35,Frankfurt,LH857,Lufthansa,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,14:00,Madríd,FI594,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,15:05,Edinborg,EZY6942,EasyJet,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,15:15,Kaupmannahöfn,OG904,Play,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,16:10,Kaupmannahöfn,FI216SU3618,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,16:10,London Heathrow,FI454,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,16:45,Minneapolis St Paul,FI657,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,16:50,Washington Dulles,FI645B65645,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,16:50,Portland,FI665,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,16:55,Denver,FI671,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,17:00,New York Newark,FI623,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,17:00,New York JFK,FI615,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,17:05,Toronto,FI603,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,17:05,Seattle,FI681,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,17:15,Orlando,FI689B65689,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,17:15,Boston,FI631B65631,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,17:50,Seattle,FI683,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,19:20,Mílanó,W65566,Wizz Air,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,20:00,Gdansk,W61774,Wizz Air,Á áætlun,Plan
2021-09-05,2021-09-09,Departure,21:50,Barcelona,VY8561,Vueling,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,00:05,Varsjá,W61540,Wizz Air,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,00:30,Dusseldorf,EW9281,Eurowings,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,01:05,Munchen,LH2469,Lufthansa,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,07:20,Munchen,FI532,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,07:20,Zurich,FI568,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,07:25,Frankfurt,FI520,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,07:30,Helsinki,FI342B65650,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,07:35,Glasgow,FI430B65654,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,07:35,Stokkhólmur,FI306B65606,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,07:40,Amsterdam,FI500B65660,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,07:40,Berlin Brandenburg,FI528,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,07:40,París CDG,FI542,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,07:40,London Heathrow,FI450,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,07:45,Kaupmannahöfn,FI204B65600,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,07:50,Osló,FI318B65610,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,08:00,Kaupmannahöfn,FI206B65602,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,08:00,Manchester,FI440B65656,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,08:50,Amsterdam,HV6888,Transavia,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,09:30,Minneapolis St Paul,DL261,Delta,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,09:30,London Luton,EZY2296,EasyJet,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,10:30,Kaupmannahöfn,SK596,SAS,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,10:30,Chicago,UA913,United Airlines,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,11:15,New York JFK,DL247,Delta,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,11:20,New York Newark,UA967,United Airlines,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,11:40,Vagar,RC402KL9532 AF3886,Atlantic Airways,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,15:10,Riga,BT170,Air Baltic,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,15:15,Barcelona,OG614,Play,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,15:15,Kaupmannahöfn,OG904,Play,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,15:55,Frankfurt,FI524,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,16:00,París CDG,FI540,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,16:10,Kaupmannahöfn,FI216SU3618,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,16:40,Billund,FI274,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,16:45,Minneapolis St Paul,FI657,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,16:45,Chicago,FI853,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,16:50,Washington Dulles,FI645B65645,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,16:55,Denver,FI671,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,17:00,New York JFK,FI615,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,17:00,New York Newark,FI623,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,17:05,Toronto,FI603,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,17:05,Seattle,FI681,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,17:15,Orlando,FI689B65689,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,17:15,Boston,FI631B65631,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-10,Departure,19:20,Rome Fiumicino,W68266,Wizz Air,Á áætlun,Plan
2021-09-05,2021-09-11,Departure,16:25,Búdapest,W62428,Wizz Air,Á áætlun,Plan
2021-09-05,2021-09-11,Departure,16:30,Zurich,WK301,Edelweiss,Á áætlun,Plan
2021-09-05,2021-09-11,Departure,16:45,Minneapolis St Paul,FI657,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-11,Departure,16:45,Chicago,FI853,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-11,Departure,16:50,Portland,FI665,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-11,Departure,16:50,Washington Dulles,FI645,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-11,Departure,16:55,Denver,FI671,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-11,Departure,17:00,New York Newark,FI623,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-11,Departure,17:00,New York JFK,FI615,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-11,Departure,17:05,Seattle,FI681,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-11,Departure,17:05,Toronto,FI603,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-11,Departure,17:15,Boston,FI631,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-11,Departure,17:50,Vín,W62858,Wizz Air,Á áætlun,Plan
2021-09-05,2021-09-11,Departure,17:50,Seattle,FI683,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-11,Departure,18:50,Wroclaw,W61898,Wizz Air,Á áætlun,Plan
2021-09-05,2021-09-11,Departure,20:50,Gdansk,W61774,Wizz Air,Á áætlun,Plan
2021-09-05,2021-09-11,Departure,21:50,Barcelona,VY8561,Vueling,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,00:10,Varsjá,W61540,Wizz Air,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,00:45,París Orly,TO4041,Transavia,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,01:05,Munchen,LH2469,Lufthansa,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,01:30,Prag,OK461,Czech Airlines,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,01:40,Madríd,I23661,Iberia Express,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,06:00,París CDG,OG400,Play,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,06:00,Berlin Brandenburg,OG700,Play,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,06:30,London Stansted,OG800,Play,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,07:20,Munchen,FI532,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,07:20,Zurich,FI568,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,07:25,Frankfurt,FI520,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,07:30,Helsinki,FI342,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,07:30,Dublin,FI416,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,07:35,Stokkhólmur,FI306,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,07:35,Glasgow,FI430,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,07:40,Amsterdam,FI500,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,07:40,London Heathrow,FI450,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,07:40,París CDG,FI542,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,07:40,Brussel,FI554,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,07:40,Berlin Brandenburg,FI528,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,07:45,Kaupmannahöfn,FI204,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,07:50,Hamborg,FI510,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,07:50,Osló,FI318,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,08:00,Kaupmannahöfn,FI206,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,08:00,Manchester,FI440,Icelandair,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,09:15,Manchester,EZY1806,EasyJet,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,09:30,Minneapolis St Paul,DL261,Delta,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,09:35,London Luton,EZY2296,EasyJet,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,09:55,Kaupmannahöfn,SK596,SAS,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,10:00,Osló,DY1171,Norwegian,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,10:30,Chicago,UA913,United Airlines,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,11:15,New York JFK,DL247,Delta,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,11:20,New York Newark,UA967,United Airlines,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,14:00,Hamborg,EW7809,Eurowings,Á áætlun,Plan
2021-09-05,2021-09-12,Departure,15:10,Riga,BT170,Air Baltic,Á áætlun,Plan
