Airline,Confirmed,CreationDate,Date,Destination,FlightNumber,Scheduled,Type,Scenario,PunctualityMins,Punctuality
Icelandair,Á áætlun,2021-09-15,2021-11-01,Orlando,FI689,17:15,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-11-01,London Luton,EZY2298,18:05,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-01,Kraká,W65054,18:50,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-11-01,Manchester,EZY1806,19:55,Departure,Plan,0,0
Transavia,Á áætlun,2021-09-15,2021-11-01,Amsterdam,HV6888,19:55,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-01,Vilnius,W68090,20:25,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-01,Gdansk,W61774,22:05,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-02,Varsjá,W61540,01:10,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Munchen,FI532,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Zurich,FI568,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Frankfurt,FI520,07:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Helsinki,FI342,07:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,París CDG,FI542,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Glasgow,FI430,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Stokkhólmur,FI306,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Hamborg,FI510,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,London Heathrow,FI450,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Amsterdam,FI500,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Brussel,FI554,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Berlin Brandenburg,FI528,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Kaupmannahöfn,FI204,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Dublin,FI416,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,London Gatwick,FI470,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Osló,FI318,07:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Manchester,FI440,08:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Kaupmannahöfn,FI206,08:00,Departure,Plan,0,0
Neos,Á áætlun,2021-09-15,2021-11-02,Alicante,NO2902,08:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Tenerife South,FI580,08:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Las Palmas,FI1512,08:20,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-11-02,Tenerife South,OG620,09:00,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-11-02,Manchester,EZY1806,10:40,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-02,Vín,W62858,11:25,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-11-02,London Luton,EZY2296,11:40,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-02,Rome Fiumicino,W68266,11:40,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-02,London Luton,W94498,11:50,Departure,Plan,0,0
British Airways,Á áætlun,2021-09-15,2021-11-02,London Heathrow,BA895,12:25,Departure,Plan,0,0
SAS,Á áætlun,2021-09-15,2021-11-02,Kaupmannahöfn,SK596,12:40,Departure,Plan,0,0
SAS,Á áætlun,2021-09-15,2021-11-02,Osló,SK4788,12:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Kaupmannahöfn,FI212,14:00,Departure,Plan,0,0
Lufthansa,Á áætlun,2021-09-15,2021-11-02,Frankfurt,LH857,14:55,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-11-02,Edinborg,EZY6942,15:55,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Kaupmannahöfn,FI216,16:10,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,London Heathrow,FI454,16:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Minneapolis St Paul,FI657,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Chicago,FI853,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Washington Dulles,FI645,16:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Denver,FI671,16:55,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,New York JFK,FI615,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,New York Newark,FI623,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Toronto,FI603,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Seattle,FI681,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Boston,FI631,17:15,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Vancouver,FI697,17:15,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-02,Orlando,FI689,17:15,Departure,Plan,0,0
Transavia,Á áætlun,2021-09-15,2021-11-02,París Orly,TO4059,17:55,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-02,Katowice,W61168,21:15,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-02,Búdapest,W62428,21:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Zurich,FI568,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Munchen,FI532,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Frankfurt,FI520,07:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Helsinki,FI342,07:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,París CDG,FI542,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Stokkhólmur,FI306,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Glasgow,FI430,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Hamborg,FI510,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,London Heathrow,FI450,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Amsterdam,FI500,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Brussel,FI554,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Berlin Brandenburg,FI528,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Dublin,FI416,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,London Gatwick,FI470,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Kaupmannahöfn,FI204,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Osló,FI318,07:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Manchester,FI440,08:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Kaupmannahöfn,FI206,08:00,Departure,Plan,0,0
Neos,Á áætlun,2021-09-15,2021-11-03,Tenerife South,NO3924,08:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Tenerife South,FI580,08:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Tenerife South,FI582,08:50,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-11-03,Manchester,EZY1806,10:40,Departure,Plan,0,0
SAS,Á áætlun,2021-09-15,2021-11-03,Kaupmannahöfn,SK596,11:20,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-03,Mílanó,W65566,11:30,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-11-03,London Luton,EZY2296,11:40,Departure,Plan,0,0
British Airways,Á áætlun,2021-09-15,2021-11-03,London Heathrow,BA895,12:25,Departure,Plan,0,0
SAS,Á áætlun,2021-09-15,2021-11-03,Osló,SK4788,12:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Kaupmannahöfn,FI212,14:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Kaupmannahöfn,FI216,16:10,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,London Heathrow,FI454,16:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Chicago,FI853,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Minneapolis St Paul,FI657,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Washington Dulles,FI645,16:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Denver,FI671,16:55,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,New York JFK,FI615,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,New York Newark,FI623,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Toronto,FI603,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Seattle,FI681,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Boston,FI631,17:15,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-03,Orlando,FI689,17:15,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-11-03,London Gatwick,EZY8508,19:30,Departure,Plan,0,0
Transavia,Á áætlun,2021-09-15,2021-11-03,Amsterdam,HV6888,19:55,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-03,Gdansk,W61774,20:35,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-04,Varsjá,W61540,01:10,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-11-04,París CDG,OG400,06:00,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-11-04,Kaupmannahöfn,OG900,06:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Zurich,FI568,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Munchen,FI532,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Frankfurt,FI520,07:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Helsinki,FI342,07:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,París CDG,FI542,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Glasgow,FI430,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Dusseldorf,FI578,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Stokkhólmur,FI306,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Hamborg,FI510,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,London Heathrow,FI450,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Amsterdam,FI500,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Brussel,FI554,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Berlin Brandenburg,FI528,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Kaupmannahöfn,FI204,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,London Gatwick,FI470,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Dublin,FI416,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Osló,FI318,07:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Manchester,FI440,08:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Kaupmannahöfn,FI206,08:00,Departure,Plan,0,0
Neos,Á áætlun,2021-09-15,2021-11-04,Porto,NO4912,08:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Alicante,FI1582,08:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,París CDG,FI544,08:25,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-04,Vín,W62858,10:25,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-04,Rome Fiumicino,W68266,10:55,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-11-04,Manchester,EZY1806,11:15,Departure,Plan,0,0
JET2.Com,Á áætlun,2021-09-15,2021-11-04,London Stansted,LS4098,11:15,Departure,Plan,0,0
JET2.Com,Á áætlun,2021-09-15,2021-11-04,Birmingham,LS4090,11:45,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-04,Napoli Capodichino,W68434,11:50,Departure,Plan,0,0
British Airways,Á áætlun,2021-09-15,2021-11-04,London Heathrow,BA895,12:15,Departure,Plan,0,0
JET2.Com,Á áætlun,2021-09-15,2021-11-04,Manchester,LS4088,12:15,Departure,Plan,0,0
SAS,Á áætlun,2021-09-15,2021-11-04,Kaupmannahöfn,SK596,12:40,Departure,Plan,0,0
SAS,Á áætlun,2021-09-15,2021-11-04,Osló,SK4788,12:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Kaupmannahöfn,FI212,14:00,Departure,Plan,0,0
Lufthansa,Á áætlun,2021-09-15,2021-11-04,Frankfurt,LH857,14:55,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-11-04,Berlin Brandenburg,OG704,15:30,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-11-04,Bristol,EZY6022,15:55,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-11-04,London Stansted,OG804,16:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Amsterdam,FI504,16:10,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Kaupmannahöfn,FI216,16:10,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,London Heathrow,FI454,16:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Minneapolis St Paul,FI657,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Chicago,FI853,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Washington Dulles,FI645,16:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Denver,FI671,16:55,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,New York JFK,FI615,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,New York Newark,FI623,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Toronto,FI603,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Seattle,FI681,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Boston,FI631,17:15,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Vancouver,FI697,17:15,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-04,Orlando,FI689,17:15,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-11-04,London Luton,EZY2298,18:05,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-04,Wroclaw,W61898,18:50,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-11-04,London Gatwick,EZY8508,19:30,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-04,Katowice,W61168,21:15,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-04,Búdapest,W62428,21:30,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-04,London Luton,W94498,21:35,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-05,Varsjá,W61540,01:10,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-11-05,Berlin Brandenburg,OG700,06:00,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-11-05,London Stansted,OG800,06:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Munchen,FI532,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Zurich,FI568,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Frankfurt,FI520,07:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Helsinki,FI342,07:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,París CDG,FI542,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Stokkhólmur,FI306,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Glasgow,FI430,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Berlin Brandenburg,FI528,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Amsterdam,FI500,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Brussel,FI554,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Hamborg,FI510,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,London Heathrow,FI450,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Kaupmannahöfn,FI204,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,London Gatwick,FI470,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,París CDG,FI544,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Dublin,FI416,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Osló,FI318,07:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Manchester,FI440,08:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Kaupmannahöfn,FI206,08:00,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-05,Mílanó,W65566,10:35,Departure,Plan,0,0
Transavia,Á áætlun,2021-09-15,2021-11-05,Amsterdam,HV6888,11:10,Departure,Plan,0,0
SAS,Á áætlun,2021-09-15,2021-11-05,Kaupmannahöfn,SK596,11:20,Departure,Plan,0,0
Atlantic Airways,Á áætlun,2021-09-15,2021-11-05,Vagar,RC402,11:25,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-11-05,London Gatwick,EZY8504,12:20,Departure,Plan,0,0
British Airways,Á áætlun,2021-09-15,2021-11-05,London Heathrow,BA895,12:25,Departure,Plan,0,0
SAS,Á áætlun,2021-09-15,2021-11-05,Osló,SK4788,12:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Kaupmannahöfn,FI212,14:00,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-11-05,París CDG,OG404,15:30,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-11-05,Kaupmannahöfn,OG904,16:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Kaupmannahöfn,FI216,16:10,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,London Heathrow,FI454,16:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Chicago,FI853,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Minneapolis St Paul,FI657,16:45,Departure,Plan,0,0
Air Baltic,Á áætlun,2021-09-15,2021-11-05,Riga,BT170,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Washington Dulles,FI645,16:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Denver,FI671,16:55,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,New York JFK,FI615,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,New York Newark,FI623,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Toronto,FI603,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Seattle,FI681,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Boston,FI631,17:15,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-05,Orlando,FI689,17:15,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-05,Kraká,W65054,18:50,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-11-05,London Luton,EZY2298,19:30,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-05,Vilnius,W68090,20:25,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-05,Gdansk,W61774,22:05,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-06,Varsjá,W61540,01:10,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Munchen,FI532,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Zurich,FI568,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Frankfurt,FI520,07:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Helsinki,FI342,07:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,París CDG,FI542,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Glasgow,FI430,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Dusseldorf,FI578,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Stokkhólmur,FI306,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,London Heathrow,FI450,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Amsterdam,FI500,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Berlin Brandenburg,FI528,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Brussel,FI554,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Kaupmannahöfn,FI204,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,London Gatwick,FI470,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Dublin,FI416,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,París CDG,FI544,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Osló,FI318,07:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Manchester,FI440,08:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Kaupmannahöfn,FI206,08:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Alicante,FI1582,08:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Tenerife South,FI580,08:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Hamborg,FI510,08:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Tenerife South,FI582,08:50,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-11-06,Tenerife South,OG620,09:00,Departure,Plan,0,0
Transavia,Á áætlun,2021-09-15,2021-11-06,París Orly,TO4059,09:30,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-06,London Luton,W94498,09:40,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-11-06,London Luton,EZY2296,10:20,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-06,Vín,W62858,10:25,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-11-06,Rome Fiumicino,W68266,10:55,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-11-06,Manchester,EZY1806,11:15,Departure,Plan,0,0
SAS,Á áætlun,2021-09-15,2021-11-06,Kaupmannahöfn,SK596,11:15,Departure,Plan,0,0
British Airways,Á áætlun,2021-09-15,2021-11-06,London Heathrow,BA895,11:30,Departure,Plan,0,0
SAS,Á áætlun,2021-09-15,2021-11-06,Osló,SK4788,12:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Kaupmannahöfn,FI212,14:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Kaupmannahöfn,FI216,16:10,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,London Heathrow,FI454,16:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Minneapolis St Paul,FI657,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Chicago,FI853,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Washington Dulles,FI645,16:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Denver,FI671,16:55,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,New York JFK,FI615,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,New York Newark,FI623,17:00,Departure,Plan,0,0
Air Greenland,Á áætlun,2021-09-15,2021-11-06,Nuuk,GL711,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Toronto,FI603,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Seattle,FI681,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Boston,FI631,17:15,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Orlando,FI689,17:15,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-11-06,Vancouver,FI697,17:15,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-11-06,London Gatwick,EZY8508,19:30,Departure,Plan,0,0
